0.01	1.66902E-05	7.01624E-08
0.02	4.34063E-05	3.64943E-07
0.03	7.59215E-05	9.57476E-07
0.04	0.000112887	1.89821E-06
0.05	0.000153558	3.22763E-06
0.06	0.000197449	4.98022E-06
0.07	0.000244213	7.18611E-06
0.08	0.000293585	9.87304E-06
0.09	0.000345356	1.30658E-05
0.1	0.000399358	1.67877E-05
0.2	0.001038611	8.73187E-05
0.3	0.00180625	0.000229092
0.4	0.002717127	0.000454787
0.5	0.003667677	0.000773822
0.6	0.004632462	0.001188787
0.7	0.005595623	0.001700254
0.8	0.00654697	0.002307514
0.9	0.007479867	0.00300903
1	0.00839000	0.003802727
1.1	0.009274614	0.004686179
1.2	0.01013203	0.005656742
1.3	0.010961319	0.006711646
1.4	0.011762081	0.007848055
1.5	0.012534295	0.009063111
1.6	0.013278208	0.01035397
1.7	0.013994257	0.011717823
1.8	0.014683013	0.013151912
1.9	0.015345138	0.014653538
2	0.015981356	0.016220076
2.1	0.016592431	0.017848971
2.2	0.017179147	0.01953775
2.3	0.017742296	0.021284015
2.4	0.018282672	0.02308545
2.5	0.018801059	0.024939817
2.6	0.01929823	0.026844955
2.7	0.019774941	0.028798781
2.8	0.020231929	0.030799285
2.9	0.020669911	0.032844533
3	0.02108958	0.034932657
3.1	0.021491609	0.037061861
3.2	0.021876647	0.039230413
3.3	0.022245319	0.041436645
3.4	0.022598228	0.043678951
3.5	0.022935957	0.045955785
3.6	0.023259063	0.048265655
3.7	0.023568083	0.050607128
3.8	0.023863536	0.052978819
3.9	0.024145917	0.055379399
4	0.024415705	0.057807583
4.1	0.024673356	0.060262135
4.2	0.024919313	0.062741865
4.3	0.025153998	0.065245622
4.4	0.025377818	0.067772302
4.5	0.025591163	0.070320837
4.6	0.025794409	0.072890198
4.7	0.025987916	0.075479394
4.8	0.026172032	0.078087468
4.9	0.026347087	0.080713498
5	0.026513404	0.083356594
6	0.027758112	0.110551388
